,title,abstract
223,Prevalence and control of high blood pressure in primary care: results from the German Metabolic and Cardiovascular Risk Study (GEMCAS).,"Contemporary epidemiological data on blood pressure readings, hypertension prevalence and control in unselected patient populations covering a broad age range are scarce. The aim here is to report the prevalence of high blood pressure and to identify factors associated with blood pressure control in a large German primary care sample. We used data from the German Metabolic and Cardiovascular Risk Study including 35 869 patients aged 18-99 years. High blood pressure was defined as systolic blood pressure ≥140 mm Hg and/or diastolic blood pressure ≥90 mm Hg or using antihypertensive therapy. Factors associated with blood pressure control among patients receiving antihypertensive therapy were examined using multiple logistic regressions to estimate odds ratios and 95% confidence intervals. The prevalence of high blood pressure, uncontrolled high blood pressure and untreated high blood pressure was 54.8%, 21.3% and 17.6%, respectively. Age >50 years (1.52; 1.40-1.65), male sex (1.30; 1.20-1.41), elevated waist circumference (1.55; 1.45-1.65), high cholesterol (1.24; 1.16-1.33), high triglycerides (1.11; 1.04-1.19) and concomitant diabetes (1.29; 1.20-1.40) were independently associated with uncontrolled high blood pressure. In a majority of patients we observed hypertension despite treatment for high blood pressures. Studies examining the reasons for treatment failure are highly warranted."
224,"Hypertension and the eye: applications of the Sixth Report of the Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure.","Background: High blood pressure is a major risk factor for coronary artery disease, kidney disease, and stroke. More people are aware of treating and controlling their blood pressure, but overall control rates are low and the incidence of hypertension-related morbidity and mortality remains high. Methods: The National Heart, Lung, and Blood Institute released The Sixth Report of the Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC VI) as the most recent national guideline to hypertension control for primary care clinicians. Results: JNC VI identifies 10 hypertension-related public health challenges: (1) prevent the rise of blood pressure; (2) decrease prevalence of hypertension; (3) increase awareness and detection of hypertension; (4) improve control of hypertension; (5) reduce cardiovascular risks; (6) increase recognition of importance of isolated systolic hypertension; (7) improve recognition of importance of high-normal blood pressure; (8) reduce ethnic, socioeconomic, and regional variations; (9) improve treatment; and (10) enhance community programs. Conclusions: The eye is a target organ and retinopathy is a frequent complication--as well as a prognostic indicator--of sustained hypertension. As part of a multidisciplinary team approach, the optometrist assumes a significant role in the prevention, detection, evaluation, and treatment of high blood pressure and its associated morbidities."
225,[THE TREATMENT OF HIGH BLOOD PRESSURE MUST BE TAILOR-MADE].,"Hypertension has a high world-wide prevalence, affecting more than 25 % of the population; it remains the silent killer number one in cardiovascular pathology. Although lowering high blood pressure is protective, perfect control of hypertension is far from being optimal in spite of many international guidelines regularly updated according to published scientific studies. A personalized approach of hypertension management is an attractive way to improve this situation. Tools are developing (pharmacogenetics, pharmacometabolomics), but their use in daily clinical practice seems premature. At the present time, it is the physician experience which offers the best opportunity to propose the best treatment to the best patient. The management of hypertension remains a difficult task in some cases. Patient education is also crucial to improve drug compliance."
226,"[The Seventh Report of the Joint National Committee on the Prevention, Detection, Evaluation and Treatment of High Blood Pressure: the weapons are ready].","The Seventh Report of the Joint National Committee on the Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC 7) has recently came to light in a short version. A complete version will soon be available. JNC 7 is the last attempt to bridge the big gap between the current availability of potent and well tolerated antihypertensive strategies and their poor implementation in the clinical practice. Some new and important features characterize the JNC 7 document. The aim of the new and challenging definition of pre-hypertension (BP 120-139/80-89 mmHg) is to sensitize the general population and health professionals to implement effective strategies for a healthier life in order to prevent hypertension and related cardiovascular disease as early as possible. Stage 3 hypertension has been deleted and merged with stage 2 (systolic > or = 160 or diastolic > or = 100 mmHg). BP levels to achieve with treatment (goals) are < 140/90 mmHg (< 130/80 mmHg in diabetics). To reach the goal, diuretics are recommended for initial treatment in most subjects with stage I hypertension. However, combination of at least 2 drugs is recommended if initial BP is 20/10 mmHg higher than goal BP. Apart from the definition of pre-hypertension and the advice to begin therapy with diuretics in most patients with stage 1 hypertension, JNC 7 shares several positions with the hypertension guidelines recently released by the European Society of Cardiology and European Society of Hypertension. JNC 7 seems to dedicate limited space to stratify the level of cardiovascular risk in the individual subjects on the basis of the different combinations between BP levels and concomitant risk factors. In summary, JNC 7 is an updated and well equipped arsenal of formidable weapons against hypertension and its complications. The stage is now set for an hard task: their effective implementation in the clinical practice with the aim to decrease cardiovascular morbidity and mortality."
227,"[Prevalence of high blood pressure in children and adolescents from the city of Maceio, Brazil].","Objectives: To define the prevalence of high blood pressure in a representative sample of children and adolescents from the city of Maceió, state of Alagoas, Brazil, and to investigate the association of high blood pressure with age, sex and nutritional status. Methods: This cross-sectional study was carried out from May 2000 to September 2002. Individuals between 7 and 17 years of age were selected among all the 185,702 students from public and private schools. The size of the sample was defined based on the expected prevalence of hypertension for the age group. After randomization, data were collected through a questionnaire. Blood pressure was measured twice. Weight and height were also measured. High blood pressure was defined as systolic and/or diastolic blood pressure over the 95th percentile in one or in both measures. Results: The final sample included 1,253 students (706 females). One hundred and eighteen students had high blood pressure (mean age 13 years; 44% males). Risk of being overweight and excess weight were identified, respectively, in 9.3 and 4.5% of the students. These variables were significantly associated with high blood pressure. Conclusions: The prevalence of high blood pressure was 9.4%. High blood pressure was significantly more frequent among overweight students and among those at risk for being overweight."
228,[Management of high blood pressure in patients with chronic kidney disease : Summary of recent guidelines].,"Chronic kidney disease and high blood pressure are two common diseases that mutually maintain during their evolution. In the advanced stages of chronic kidney disease, most pat ients are hypertensive and show signs of vascular disease (coronary artery disease, cerebrovascular or peripheral). Almost one third of the patients with advanced chronic kidney disease exhibit resistant hypertension that requires complex therapeutic management. In chronic kidney disease, antihypertensive treatment is conditioned by comorbidities, but also by proteinuria, which is an independent cardiovascular risk factor in addition to the rate of glomerular filtration rate. The treatment of high blood pressure is a cornerstone of the management of the chronic kidney disease. It limits the risk of cardiovascular events (eg. myocardial infarction, stroke), but also slows the progression of chronic kidney disease. Various recommendations have been recently published on the subject in order to offer assistance to the therapeutic management of hypertension in the patient suffering from chronic kidney disease. The purpose of this article is to highlight these main key elements."
229,"Blood pressure measurement device selection in low-resource settings: Challenges, compromises, and routes to progress.","High blood pressure (BP) is the single leading preventable cardiovascular disease (CVD) risk factor across the world. In order to decrease the global burden of CVD, broad hypertension screening programs that facilitate early hypertension diagnosis and treatment are essential. Accurate BP devices are a key element of hypertension control programs. With the overwhelming number of devices available now on the market, most of which have not been tested for accuracy, it can be challenging to select the optimal BP measurement device for clinical settings. This review details essential factors to consider when selecting a good-quality BP device, particularly for use in low-resource settings. Barriers to the procurement and use of good-quality devices are reviewed and practical solutions proposed."
230,High blood pressure--current state of play.,"Blood pressure is well recognised and well treated in Australia; nevertheless, a number of problem areas still exist. The author looks at the management of hypertension in the elderly, factors affecting choice of drug and the place of cost-benefit analysis in choosing a drug for treatment of hypertension."
231,Suitability of blood-pressure-to-height ratio as the criterion for high blood pressure in children in an environmental study.,"Background: Blood-pressure-to-height ratio is considered a simple, accurate, inexpensive and non-age-dependent index for screening high blood pressure in a clinical setting, but its suitability in epidemiological surveys was not taken into consideration. The aim of this study was to test the suitability of blood-pressure-to-height ratio against blood pressure for age percentiles for the identification of high blood pressure in an environmental study. Methods: The sample consisted of 2195 children, aged 3 to 15 years, whose blood pressure was measured as part of an environmental study in Belgrade, Serbia. High blood pressure was estimated using percentiles (gold standard) and blood-pressure-to-height ratios for systolic and diastolic pressures separately (proposed criterion). The optimal cut-offs of the blood-pressure-to-height ratio (BPHR) were selected based on Youden's index (sensitivity + specificity - 1) calculated from the receiver operator characteristic curve analysis. Results: The proposed criterion identified five times more cases of high blood pressure in the investigated children of all age groups in comparison to the gold standard. The optimal cut-off values were selected based on the sensitivity and specificity values by age groups and gender. Conclusion: Blood-pressure-to-height ratio can be a reliable criterion for the estimation of high blood pressure in epidemiological studies. This is the first study on the applicability of blood-pressure-to-height ratio in Serbian children, but it may not be easily generalized to other populations due to small sample size across the examined age groups and potential diversities in risk factors for high blood pressure. Applied in epidemiological studies, BPHR would help researchers estimate the role of certain environmental factors on blood pressure in children."
232,The employee high blood pressure program of the National Institutes of Health.,"Adequate control of high blood pressure remains a significant problem for many hypertensives detected through screening programs. The worksite is an ideal place in which to help workers control their high blood pressure. The Occupational Medical Service (OMS) at the National Institutes of Health developed and implemented a protocol to screen, refer, follow up, and monitor hypertensive employees. Approximately one-half of the workers were screened at a cost of $1.70 per employee. Alternative approaches to improving the effectiveness of a building-to-building screening program were suggested. Of the employees screened, 85.3 percent had normal blood pressure, 7.8 percent had borderline blood pressure, and 6.9 percent had high blood pressure. The two-steps screening process reduced by one-third the number of persons referred for evaluation of persistently high blood pressure. Among the hypertensive employees on treatment, 53.7 percent had normal readings. Of the 263 newly diagnosed and poorly controlled hypertensives who were referred to their private physicians for care, 73 percent were actually evaluated. Measures to increase the likelihood of a successful referral and followup included providing a list of medical resources in the community and assigning a nurse rather than a clear to contact employees for a repeat blood pressure check. Monitoring and education services are being provided to 70 percent of the known hypertensives. Adequate blood pressure control in NIH employees has improved by one-third as a result of the program."
233,"High blood pressure: definitions, prognostic, and therapeutic implications.","Although it is well established that high blood pressure (BP) levels of 140/90 mmHg or higher are associated with increased cardiovascular morbidity and mortality it has not been as well appreciated that lower BP levels, namely those considered to be in the ""normotensive"" range, also confer an increased risk of cardiovascular disease. Recent data from the Framingham Heart Study have demonstrated that high normal levels (i.e. SBP = 130-139 and/or DBP = 85-89 mmHg) frequently progress to hypertension, are associated with structural and functional cardiovascular alterations, an atherogenic metabolic profile and/or a comorbid condition, and an increased risk of cardiovascular outcomes. Factors that predispose to progression to hypertension include higher SBP and body weight at baseline and weight gain. In low risk subjects with high normal BP, nonpharmacologic measures, especially salt restriction and weight reduction are often adequate to lower BP to < or = 130/80. In those with a high cardiovascular risk profile, BP should be reduced to < or = 120/80 with nonpharmacologic measures and pharmacotherapy."
234,"Chagas disease, a risk factor for high blood pressure.","Background: Chagas disease is a parasite infection caused by the protozoan Trypanosoma cruzi. Its most common complications is chronic Chagas heart disease but impairments of the systemic vasculature also has been observed. Although the different mechanisms that regulate blood pressure are disrupted, to our knowledge data on the association of hypertension and chronic Chagas disease are scarce. In this regard we evaluate whether Chagas disease constitutes a high blood pressure risk factor. Materials and methods: We recruited 200 individuals, half of them with positive serology for T. cruzi. They were subjected to a complete clinical examination. Results: The mean age of sampled individuals was 46.7 ± 12.3, and the mean of systolic and diastolic blood pressure were 124 ± 12 mmHg and 82 ± 10 mmHg, respectively. There were no between-group differences regarding age, sex distribution or body mass index. Chagas disease contributed significantly to high blood pressure (OR = 4, 95% CI 1.8323-7.0864, p = 0.0002). Conclusion: Our results reveal an important association between Chagas disease and high blood pressure, which should be contemplated by physicians in order to promote preventive cardiovascular actions in patients with Chagas disease."
235,Association of body mass index and waist circumference with high blood pressure in older adults.,"Background: The relationship between obesity and prevalent high blood pressure in older adults has predominantly been estimated using categorical measures of body mass index (BMI) and waist circumference (WC), masking the shape of the dose-response relationship. We aimed to examine the precise relationship of BMI, WC with high blood pressure and to assess the appropriate level of BMI and WC for high blood pressure. Methods: We examined data for 126,123 individuals in Xinzheng city aged ≥60 years from a population based study from January to December 2019. Logistic regression and restricted cubic spline models were applied to assess the relationship and the appropriate level of BMI and WC for high blood pressure. An additive interaction analysis was used to test synergistic effects between a higher BMI and WC for high blood pressure. Results: The full-adjusted odds ratios (ORs) with 95% confidence intervals (CIs) of an increase of 1 kg/m2 in BMI and 1 cm in WC for high blood pressure were 1.084 (1.080-1.087) and 1.026(1.024-1.027), respectively. Multivariable adjusted restricted cubic spline analyses showed the nonlinear relationships of BMI and WC with high blood pressure in both men and women (all P < 0.001). The risk of high blood pressure increased steeply with increasing BMI from ≥25 kg/m2 and WC ≥ 88 cm or 86 cm for males and females, respectively. And we observed a significant additive interaction between a higher BMI and WC such that the prevalence of high blood pressure was significantly enhanced. Conclusion: These findings suggest increased high blood pressure prevalence in the older adults with increased BMI and WC. BMI ≤ 25 kg/m2 and WC ≤ 88 cm or 86 cm for males and females may be the best suggestion with regard to primary prevention of high blood pressure in older adults."
236,Very high blood pressure in acute stroke.,"In a study sample consisting of 388 unselected, consecutive acute stroke patients, 27 with systolic blood pressure greater than or equal to 200 mmHg and diastolic blood pressure greater than or equal to 115 mmHg were compared with the other 361 patients. The patients with high blood pressure were younger (65 vs. 73 years) and much more often had a history of hypertension (78 vs. 42%). Cardiac and vascular hypertensive manifestations were more frequent, particularly when only those patients with a history of hypertension were compared in the two groups. Alcohol abuse was mentioned in a higher proportion of hypertensives in the summaries of their medical records. No definite conclusions could be drawn with regard to the size and location of the brain lesions. Clinical symptoms did not differ between the groups, neither did the proportion of patients who could be discharged from hospital immediately. Mortality was higher in the high blood pressure group (30 vs. 14%, P less than 0.05). Thus the characteristics of patients with very high blood pressure were: younger age, much more frequent and severe previous hypertension. Alcohol abuse might be an important factor. The type, size and location of the brain lesion itself could not be statistically related to the high blood pressure, but very large lesions, particularly haemorrhages, might be associated with a reactive blood pressure response."
237,Monitoring pediatric blood pressure at dental appointments.,"Numerous studies have tracked blood pressure from adolescence into adulthood. It is increasingly apparent that the recent increase in obesity and resultant end-organ effects of hypertension originates in childhood. Pediatric hypertension is a significant health concern that, if left untreated, can affect a child's cardiovascular, endocrine, renal, and neurologic systems. In 2004, the National High Blood Pressure Education Program Working Group on High Blood Pressure in Children and Adolescents recommended that bloodpressure should be monitored in pediatric patients who are at least 3-years-old and that this procedure should be a part of the health care visit in all health facilities, rather than just within the medical office. The purpose of this article was to emphasize the need for following these recommendations at oral care visits and suggest a simplified pediatric blood pressure table that dental clinicians can use to identify children who need referrals to medical facilities for evaluation of blood pressure."
238,Change in blood pressure in offspring of parents with high or low blood pressure: the Dutch Hypertension and Offspring Study.,"A family history of hypertension is an important predictor of high blood pressure. We investigated the question of whether this predisposition affects the level and change of blood pressure early in life, and in particular, at what age the familial aggregation of blood pressure occurs. Blood pressure and related characteristics were studied in children whose parents both had relatively high blood pressure ('high') and the results were compared with those from children whose parents both had a relatively low blood pressure ('low') and with children with one parent high and the other parent low ('mixed'). At the age of 8 years there were no clear differences in pressure but at the age of 20 years there was a difference of 7 mmHg for both systolic and diastolic pressure between the high- and low-risk offspring. These findings suggest that the magnitude of familial aggregation of blood pressure increases during childhood and adolescence."
239,"Patients' views of high blood pressure, its treatment and risks.","Objective: To examine the understanding and beliefs of a sample of Australian patients about high blood pressure and its therapy, and to examine the accuracy of their assessment of their own risk. Method: A cross sectional study in two general practices in Perth, Western Australia. Interviews were conducted with 55 consecutive patients aged 40-80 years of age with uncomplicated hypertension. Qualitative and quantitative data were collected on patients' beliefs about the nature, symptoms, causes and treatment of high blood pressure as well as their adherence to antihypertensive medications during the preceding month. Patients also estimated their own risk of stroke or myocardial infarction. Results: Two-thirds of the patients (65%) described high blood pressure within an appropriate biomedical definition. Forty-five percent attributed a variety of symptoms to their high blood pressure while 55% believed that stress was a cause of their high blood pressure. Three-quarters (73%) were fully adherent to their medications in the preceding month. Seventy-one percent and 62% of patients were aware that stroke and heart attack respectively are possible consequences of high blood pressure. They significantly overestimated their risk of stroke and myocardial infarction. Conclusion: One-third of treated hypertensive patients are poorly informed about the causes and effects of hypertension, and overestimate their risk of both stroke and heart attack, as well as the benefit derived from treatment."
240,"Glomerular hyperfiltration, high renin, and low- extracellular volume in high blood pressure.","Abnormal renovascular resistance and glomerular filtration rate are characteristic of established hypertension and may also be involved in its pathogenesis. To determine renal and body fluid correlates of the predisposition to high blood pressure, we examined 100 healthy young adults with high or low blood pressure. Within each group, half had parents with high blood pressures, and half had parents with low blood pressures. Renal function and hemodynamics, body fluid volumes, and relevant hormones and genotypes were measured. Subjects with high personal and parental blood pressures had the highest levels of glomerular filtration rate (P<0.02) and plasma active renin concentration and low levels of exchangeable sodium and plasma volume (P<0.02). High glomerular filtration rate was not associated with differences in urinary kallikrein or prostaglandins. Polymorphisms of the renin, angiotensin-converting enzyme, and angiotensinogen genes were not associated with differences in glomerular filtration rate or renin. Subjects with high personal, but low parental, blood pressures had low exchangeable sodium and plasma volumes (P<0.02) but normal glomerular filtration rates. In this population, extracellular volume depletion and high renin are correlates of high blood pressure in early adulthood, and glomerular hyperfiltration is a feature of those who also have familial predisposition to high blood pressure."
241,"High blood pressure, oxygen radicals and antioxidants: etiological relationships.","This hypothesis proposes that high blood pressure is a pathological state associated with a loss of the balance between pro-oxidation and antioxidation, energy depletion, and accelerated aging in the target organs, such as heart, kidney and brain. Different nutritional, environmental, pharmacological factors and/or associated pathologies (diabetes, arteriosclerosis, cancer, alcoholism, etc.) and/or genetic components, can induce high blood pressure by breaking the redox equilibrium in the affected organs. Additional evidence, such as increase of oxidative damage, fibrogenesis, inhibition of the cardiocytic sodium-potassium pump, and heart hypertrophy, supports this hypothesis. These facts are analysed in the present paper, showing that they could contribute to the development of high blood pressure and associated pathologies by oxidative mechanisms."
242,An appraisal of the genetic approaches to high blood pressure.,"Background: The genetics of high blood pressure is a growing field. Remarkable discoveries have been made in the rare genetic causes of hypertension. However, if molecular biology is to achieve its full potential it must address more common forms of high blood pressure. The genetics of essential hypertension offers great potential but also presents special challenges. This review examines how genes might influence blood pressure, how we might organize the search for underlying genes, where we should look and the way in which genetic knowledge might be used. Need for broad approach: For reasons related to informative research design and the prevention of cardiovascular disease, genetic approaches need to address the variation of blood pressure from low to high levels, not only hypertension. Need for genetic markers: If there is to be a time when DNA testing will be routine, then it will depend on discovering genetic markers that are informative, reliable and cost-beneficial."
243,"An osteopathic cardiologist's review of hypertension: beyond the Fifth Report of the Joint National Committee on Detection, Evaluation, and Treatment of High Blood Pressure.","Although hypertension was defined more than 100 years ago, it remains the leading cause of office visits and use of prescription drugs. Because hypertension is one of the major risk factors for premature death and disability, the medical community continues to strive toward more aggressive detection, follow-up, and treatment. The Fifth Report of the Joint National Committee on Detection, Evaluation, and Treatment of High Blood Pressure provides an excellent guide for all health practitioners. This publication, along with several recent articles, have provided a comprehensive approach to the hypertensive patient. Although cerebrovascular events have been dramatically reduced by the treatment of hypertension, results regarding cardiac morbidity and mortality have been disappointing. Therefore, from a cardiologists' standpoint, the concept of cardioprotection has evolved into an important component in the treatment of the hypertensive patient."
244,Home blood pressure monitoring in an anaesthetic pre-admission clinic.,"We suspected that many high blood pressure measurements taken in our anaesthetic pre-assessment clinic and immediately prior to induction of anaesthesia were unusually elevated due to a 'white coat' effect. These high blood pressure measurements were causing late cancellations of surgery, even though white coat measurements may not be representative of the patient's usual blood pressure or of their risk of end-organ damage due to hypertension. In this audit, patients with high blood pressure in our pre-admission clinic were provided with training and a home blood pressure monitor to use prior to surgery. These were compared to the pre-admission clinic measurements to determine the incidence of white coat hypertension. We also compared home to general practice blood pressure monitoring where possible. Fifty-two patients were provided with monitors. Fifty-one of these took at least five measurements at home. Thirty-four (66%) patients had average measurements at home at least 20 mmHg lower than pre-admission clinic measurements. A total of 33% of general practice clinic measurements were also ≥ 20 mmHg higher than average home measurements. White coat hypertension was common in our audit population. Relying on average home blood pressure measurements rather than 'one off' in-hospital measurements may have helped to prevent the postponement or cancellation of surgery for 13 patients who had recorded blood pressure ≥ 180/110 mmHg in our pre-admission clinic."
245,Biased appraisal of high blood pressure.,"Two experiments were conducted to determine the effects of individuals' beliefs concerning their own blood pressure level on their appraisals of the seriousness of high blood pressure. In Experiment 1, 40 college students had their blood pressure measured and were randomly assigned to receive either high or normal blood pressure feedback. Afterward, they were asked to rate the seriousness of high blood pressure. Subjects who were given high blood pressure feedback rated the disorder as a less serious threat to health than did those subjects who received normal feedback. The results were replicated in Experiment 2 among a second sample of college students. Experiment 2 also revealed that minimization is associated with the belief that hypertension is an acute or cyclical condition. These experimental findings confirm clinical evidence that minimization is a common initial reaction to threatening medical information."
246,Treatment of hypertension based on measurement of blood pressure variability: lessons from animal studies.,"Purpose of review: Blood pressure variability, a quantitative index for the spontaneous variation in blood pressure, has been proposed as a risk factor for end-organ damage and to determine the efficacy of hypertension treatment. Recent findings: Animal studies indicate that blood pressure variability is as important as blood pressure level in determining end-organ damage, and that high blood pressure variability is associated with end-organ damage, including myocardial lesions, aortic hypertrophy, vascular remodeling and renal damage. Although the organ damage induced by high blood pressure variability was similar to that induced by hypertension, comparative studies in sinoaortic-denervated and spontaneously hypertensive rats revealed that aortic hypertrophy is a sensitive index of high blood pressure variability, and left ventricular hypertrophy is a sensitive index of high blood pressure level. The possible mechanisms for high blood pressure variability-induced end-organ damage include: direct endothelial lesions, renin-angiotensin system activation, inflammation initiation and cardiomyocyte apoptosis augmentation. Blood pressure variability reduction contributes importantly to the organ-protective effect of some antihypertensive drugs. Summary: Although animal studies suggest some advantages in blood pressure variability measurements, clinical trials are necessary before the widespread use of blood pressure variability as a predictor of hypertensive organ damage and a new strategy for the treatment of hypertension."
247,"State-specific trends in self-reported blood pressure screening and high blood pressure--United States, 1991-1999.","High blood pressure (HBP) increases the risk for heart disease and stroke, the first and third leading causes of death in the United States, respectively. An estimated one in four U.S. adults has HBP, which is defined as taking antihypertensive medication or having either a systolic blood pressure (SBP) of > or = 140 mmHg or a diastolic blood pressure (DBP) of > or = 90 mmHg. Optimal blood pressure is defined as SBP of < or = 120 mmHg or DBP of < or = 80 mmHg. To reduce the prevalence of HBP in the United States, the National Heart, Lung, and Blood Institute initiated the National High Blood Pressure Education Program (NHBPEP) in 1972, recommending that all adults aged > or = 20 years have their blood pressure (BP) checked at least once every 2 years. Although HBP is easily detectable and can usually be controlled with treatment, greater awareness of BP levels among U.S. adults is needed. This report summarizes data from the Behavioral Risk Factor Surveillance System (BRFSS) on state-specific trends in recent BP screening and prevalence of HBP (both by self-report). The findings indicate that during 1991-1999, BP screening levels were very high, and the percent of adults reporting HBP increased among some populations. Innovative education and intervention programs are needed to prevent and treat HBP in five high-risk groups: men, blacks, Hispanics, persons with less education, and older adults."
248,Is high blood pressure an aetiological factor in epistaxis?,"In the present investigation, 391 men born in 1913 were examined. The blood pressure was registered in a standardized way and the subjects were questioned about epistaxis. The aim of the investigation was to analyze whether habitual nose-bleeders or subjects with recent bleedings had higher blood pressure than the other subjects in the population study. All attempts to find a correlation between epistaxis and elevated (or high) blood pressure were unsuccessful. When high blood pressure is found in a patient with nose-bleeds it is probably an incidental finding and not an aetiological factor."
249,Nigerians wake up to high blood pressure.,"In Nigeria’s megacity of Lagos, lifestyles resemble those of developed countries and hypertension is increasingly becoming a problem. Motunrayo Bello reports."
250,Racial differences in hypertension: implications for high blood pressure management.,"The racial disparity in hypertension and hypertension-related outcomes has been recognized for decades with African Americans with greater risks than Caucasians. Blood pressure levels have consistently been higher for African Americans with an earlier onset of hypertension. Although awareness and treatment levels of high blood pressure have been similar, racial differences in control rates are evident. The higher blood pressure levels for African Americans are associated with higher rates of stroke, end-stage renal disease and congestive heart failure. The reasons for the racial disparities in elevated blood pressure and hypertension-related outcomes risk remain unclear. However, the implications of the disparities of hypertension for prevention and clinical management are substantial, identifying African American men and women with excel hypertension risk and warranting interventions focused on these differences. In addition, focused research to identify the factors attributed to these disparities in risk burden is an essential need to address the evidence gaps."
251,Risk factors associated with newly diagnosed high blood pressure in men and women.,"Background: Hypertension is a major risk factor for cardiovascular diseases. Early diagnosis and prevention of hypertension are of great importance in reducing overall mortality. The objective was to determine which potential risk factors are associated with newly diagnosed high blood pressure in women and men. Methods: This study is part of a population-based, cross-sectional study including 4,228 women and men aged 60 years in Stockholm County, Sweden. Newly diagnosed high blood pressure was defined as systolic and/or diastolic blood pressure exceeding 140/90 measured on one occasion. Subjects with known hypertension were excluded, leaving 3,156 individuals. Results: Waist circumference > or =95 cm (quintiles 3-5) in men and > or =88.5 cm (quintiles 4-5) in women was associated with newly diagnosed high blood pressure. Secondary school was a protective factor in men (odds ratio (OR), men = 0.73, 95% confidence interval (CI) = 0.54-0.99) and university education was protective in both men (OR = 0.66, 95% CI = 0.52-0.85) and women (OR = 0.45, 95% CI = 0.34-0.59). Regular physical activity was negatively associated in women (OR = 0.77, 95% CI = 0.61-0.99), and high alcohol consumption (>30 g/day) was positively associated in men (OR = 1.60, 95% CI = 1.22-2.09). Women were negatively associated with newly diagnosed high blood pressure (OR = 0.50, 95% CI = 0.41-0.61). An interaction between college/university and gender was found in multivariate analysis (OR = 0.67, 95% CI = 0.47-0.97). Conclusion: Gender differences in risk profile for newly diagnosed high blood pressure might explain part of the differences in hypertension found between men and women. These findings should be considered when planning preventive actions against hypertension at the community level."
252,"[Prevalence of high blood pressure and associated factors in students from public schools in Greater Metropolitan Recife, Pernambuco State, Brazil, 2006].","The aim of this study was to identify the prevalence of systemic arterial hypertension (high blood pressure) and associated health factors in adolescents, using a cross-sectional, population-based, epidemiological design from April to September 2006, within a stratified sample according to school size and shift. Using the Portuguese version of the Global School-Based Student Health Survey questionnaire, 1,878 students from 29 public schools in Greater Metropolitan Recife, Pernambuco State, Brazil, were analyzed for: age, gender, body mass index, fruit, vegetable, alcohol, and tobacco consumption, as well as blood pressure, adopting the 1996 Task Force Report on High Blood Pressure in Children and Adolescents and Centers for Disease Control and Prevention parameters for nutritional status. Prevalence rates for high blood pressure, overweight, and obesity were 17.3%, 6.9%, and 3.7%, respectively. Factors associated with high blood pressure were: male gender, obesity, overweight, and lack of physical activity. Knowledge of factors associated with arterial hypertension in adolescents can help support health education campaigns."
253,Ambulatory blood pressure measurements in children and young adults selected by high and low casual blood pressure levels and parental history of hypertension: the Bogalusa Heart Study.,"Ambulatory blood pressure measurements were obtained in 57 children and young adults selected by prior high or low casual blood pressure levels and parental history of hypertension. Considerable variation in blood pressure levels occurred over 24 hours, with generally higher levels occurring in those so selected. Parental history had a small influence on higher levels, although statistical significance was not shown. Persons with higher blood pressure levels did not reach levels as low during sleep, especially with regard to the systolic measurement, and a greater variability was noted in those selected for higher levels. Although differentiation of persons with high and low blood pressure levels can be obtained by noting average levels persisting above a cut point, for example, 140/85, in growing children an arbitrary 90th percentile based on age, height, and weight may be more appropriate. Ambulatory monitoring showed that young persons, selected by casual measurements as having high blood pressure, have a greater percentage of high levels persisting over a 24-hour period, comprising a greater blood pressure load. These observations also showed that even two series of casual measurements may misclassify a person as having hypertension. Ambulatory blood pressure monitoring will enhance understanding of the early natural history of hypertension and allow improved prevention of the disease."
254,Nonpharmacologic therapies that reduce blood pressure: a fresh perspective.,"Traditional approaches to control the epidemic of blood pressure-related atherosclerotic cardiovascular disease (ASCVD) have largely focused on drug therapy in persons with hypertension. Still, nonpharmacologic therapy, also termed lifestyle modification, has an important and expanding role that complements drug therapy. Specifically, nonpharmacologic therapies can serve as initial therapy in Stage 1 hypertensive patients, facilitate medication step down or withdrawal in patients with well-controlled hypertension, prevent hypertension in high-risk populations, and reduce blood pressure in normotensive individuals and thereby lower their risk of ASCVD. Traditional lifestyle modifications that reduce blood pressure include sodium reduction, weight loss, moderation of alcohol intake, and increased physical activity. Such strategies have been prominently advocated in the Fifth Report of the Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure. Recommendations to increase potassium, magnesium, and calcium intake were based primarily on general health considerations, not for control of high blood pressure. In its sixth and most recent report (JNC VI) published in 1997, the Joint National Committee has extended its recommendations. In addition to the traditional lifestyle recommendations, the JNC VI advocates increased potassium intake for control of high blood pressure. Furthermore, this policy-making body now recommends a healthy dietary pattern, that is, one that is rich in fruits, vegetables, and low-fat dairy products, and reduced in saturated fat, total fat, and cholesterol. This diet, which was rigorously evaluated in the Dietary Approaches to Stop Hypertension (DASH) clinical trial, substantially lowered blood pressure in normotensive and hypertensive individuals. These recent developments reinforce the hypothesis that multiple dietary factors influence blood pressure. Nonpharmacologic approaches have enormous potential as a means to reduce blood pressure and control hypertension, thereby preventing the occurrence of ASCVD. The current challenge to health care providers, government officials, and the general public is to develop and implement effective clinical and public health strategies that lead to desirable lifestyle modifications."
